chinese_name,english_name,monster_id,source,size,swarm,swarm_size,type,sub_type,alignment,ac,hp,speed,initiative,strength,dexterity,constitution,intelligence,wisdom,charisma,skills,damage_vulnerabilities,damage_resistances,damage_immunities,equipment,senses,languages,challenge_rating,proficiencies,sections
贵血天骄,Noble Prodigy,MM25_Prof4_CR10_noble_prodigy,MM25,"['小型', '中型']",False,,类人,,中立,16,148（27d8+27）,30尺,+7（17）,"{'scores': '8', 'mod': '-1', 'save': '-1'}","{'scores': '16', 'mod': '+3', 'save': '+7'}","{'scores': '12', 'mod': '+1', 'save': '+5'}","{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '14', 'mod': '+2', 'save': '+6'}","{'scores': '19', 'mod': '+4', 'save': '+8'}",察觉+6，游说+8,,,,,被动察觉16,通用语以及两门其他语言,10,+4,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>贵血天骄发动三次迷魅惑心攻击。<br/>\n<strong>迷魅惑心Beguiling Strike。</strong><em>近战或远程攻击检定：</em>+8，触及5尺或射程60尺。<em>命中：</em>18（4d6+4）心灵伤害，且目标陷入<u>魅惑</u>状态直至贵血天骄的下个回合开始。<br/>\n<strong>施法Spellcasting。</strong>贵血天骄施展以下一道法术，无需材料成分并使用魅力作为施法属性（法术豁免DC16）：<br/>\n<strong><em>随意：</em></strong><u><i>  法师护甲Mage Armor</i></u>（已计入AC），<u><i> 法师之手Mage Hand，次级幻象Minor Illusion</i></u><br/>\n<strong><em>每项1/日：</em></strong><u><i>摧心术Befuddlement，侦测思想Detect Thoughts，飞行术Fly，探知Scrying，粉碎音波Shatter</i></u>（七环版本）<br/>\n</p>'}, {'title': '反应Reactions', 'content': '<p>\n<strong>护盾术Shield（2/日）。</strong>贵血天骄施展<u><em>护盾术Shield</em></u>（触发条件见该法术），使用与施法动作相同的施法属性。\n</p>'}]"
元素邪教徒,Elemental Cultist,MM25_Prof3_CR8_elemental_cultist,MM25,"['小型', '中型']",False,,类人,,混乱邪恶,16,135（18d8+54）,30尺,+4（14）,"{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '16', 'mod': '+3', 'save': '+6'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '18', 'mod': '+4', 'save': '+7'}","{'scores': '12', 'mod': '+1', 'save': '+1'}",奥秘+5，察觉+7，宗教+5,,,,,被动察觉17,通用语，原初语,8,+3,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>邪教徒使用元素链枷或元素巨爪共计三次攻击。<br/>\n<strong>元素链枷Elemental Flail。</strong><em>近战攻击检定：</em>+7，触及5尺。<em>命中：</em>25（6d6+4）点伤害，伤害类型由邪教徒从下列选项中选择一种：强酸，寒冷，火焰，闪电或雷鸣。<br/>\n<strong>元素巨爪Elemental Claw。</strong><em>远程攻击检定：</em>+7，射程120尺。<em>命中：</em>22（4d10）点伤害，伤害类型由邪教徒由邪教徒从下列选项中选择一种：强酸，寒冷，火焰，闪电或雷鸣。若目标生物体型不超过中型，则邪教徒将其直线拉近或推离至多10尺。<br/>\n<strong>施法Spellcasting。</strong>邪教徒施展以下一道法术，使用感知作为施法属性（法术豁免DC15）：<br/>\n<strong><em>随意：</em></strong><u><i>四象法门Elementalism，法师之手Mage Hand</i></u><br/>\n</p>'}, {'title': '反应Reactions', 'content': '<p>\n<strong>元素吸收Elemental Absorption（1/日）。</strong><em>触发：</em>邪教徒受到强酸、寒冷、火焰、闪电或雷鸣伤害。<em>响应：</em>邪教徒对该次伤害实例的具有抗性并获得10临时生命值。\n</p>'}]"
异怪邪教徒,Aberrant Cultist,MM25_Prof3_CR8_aberrant_cultist,MM25,"['小型', '中型']",False,,类人,,中立邪恶,14,137（25d8+25）,30尺,+7（17）,"{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '19', 'mod': '+4', 'save': '+4'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '16', 'mod': '+3', 'save': '+6'}","{'scores': '18', 'mod': '+4', 'save': '+7'}","{'scores': '15', 'mod': '+2', 'save': '+2'}",奥秘+6，察觉+7，宗教+6,,,,,黑暗视觉90尺；被动察觉17,通用语，深潜语，心灵感应30尺,8,+3,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>邪教徒发动两次触手鞭笞攻击。其可以将其中一次攻击替换为使用心智腐坏。<br/>\n<strong>触手鞭笞Tentacle Lash。</strong><em>近战攻击检定：</em>+7，触及10尺。<em>命中：</em>7（1d6+4）挥砍伤害外加14（4d6）心灵伤害。若目标生物体型不超过大型，则其被两条触手之一擒抱，陷入<u>受擒</u>状态（逃脱DC14），且目标陷入<u>束缚</u>状态直至擒抱结束。<br/>\n<strong>心智腐坏Mind Rot。</strong><em>感知豁免检定：</em>DC15，单一90尺内邪教徒可见的生物。<em>失败：</em>27（6d8）心灵伤害，且目标陷入<u>中毒</u>状态直至邪教徒的下个回合开始。<em>成功：</em>仅半伤。<br/>\n<strong>施法Spellcasting。</strong>邪教徒施展以下一道法术，使用感知作为施法属性（法术豁免DC15）：<br/>\n<strong><em>随意：</em></strong><u><i>侦测思想Detect Thoughts，次级幻象Minor Illusion</i></u><br/>\n</p>'}, {'title': '反应Reactions', 'content': '<p>\n<strong>法术反制Counterspell（2/日）。</strong>邪教徒施展<u><em>法术反制Counterspell</em></u>（触发条件见该法术），使用与施法动作相同的施法属性。\n</p>'}]"
死亡邪教徒,Death Cultist,MM25_Prof3_CR8_death_cultist,MM25,"['小型', '中型']",False,,类人,,中立邪恶,17,127（15d8+60）,30尺,+4（14）,"{'scores': '19', 'mod': '+4', 'save': '+4'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '18', 'mod': '+4', 'save': '+7'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '16', 'mod': '+3', 'save': '+6'}","{'scores': '14', 'mod': '+2', 'save': '+2'}",洞悉+6，察觉+6，宗教+4,,,,,被动察觉16,通用语,8,+3,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>邪教徒使用惊怖巨镰或亡命射线发动共计三次攻击。<br/>\n<strong>惊怖巨镰Dread Scythe。</strong><em>近战攻击检定：</em>+7，触及10尺。<em>命中：</em>9（1d10+4）挥砍伤害外加11（2d10）暗蚀伤害，且目标将无法回复生命值，直至其下一回合结束。<br/>\n<strong>亡命射线Deathly Ray。</strong><em>远程攻击检定：</em>+6，射程120尺。<em>命中：</em>22（4d10）暗蚀伤害。<br/>\n<strong>施法Spellcasting。</strong>邪教徒施展以下一道法术，使用感知作为施法属性（法术豁免DC14）：<br/>\n<strong><em>随意：</em></strong><u><i>死者交谈Speak with Dead，奇术Thaumaturgy</i></u>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>魂灵惊嚎Spirit Wail（充能5~6）。</strong><em>感知豁免检定：</em>DC14，源自邪教徒的20尺<u>光环</u>区域内的所有生物。<em>失败：</em>14（4d6）心灵伤害，且目标陷入<u>恐慌</u>状态直至其下个回合结束。<em>成功：</em>仅半伤。\n</p>'}]"
邪教徒,Cultist,MM25_Prof2_CR1_8_cultist,MM25,"['小型', '中型']",False,,类人,,中立,12,9（2d8）,30尺,+1（11）,"{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '11', 'mod': '+0', 'save': '+2'}","{'scores': '10', 'mod': '+0', 'save': '+0'}",欺瞒+2，宗教+2,,,,,被动察觉10,通用语,1/8,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>仪典小镰刀Ritual Sickle。</strong>近战攻击：+3，触及5尺。<em>命中：</em>3（1d4+1）挥砍伤害外加1暗蚀伤害。<br/>\n</p>'}]"
邪教教宗,Cultist Hierophant,MM25_Prof4_CR10_cultist_hierophant,MM25,"['小型', '中型']",False,,类人,,中立,16,144（17d8+68）,30尺,+8（18）,"{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '18', 'mod': '+4', 'save': '+4'}","{'scores': '13', 'mod': '+1', 'save': '+1'}","{'scores': '16', 'mod': '+3', 'save': '+7'}","{'scores': '20', 'mod': '+5', 'save': '+9'}",察觉+7，游说+9，宗教+5,,,,,被动察觉17,天界语，通用语,10,+4,"[{'title': '动作Actions', 'content': ""<p>\n<strong>多重攻击Multiattack。</strong>邪教教宗使用契约魔刃或光耀射线发动共计三次攻击。<br/>\n<strong>契约魔刃Pact Blade。</strong>近战攻击：+9，触及5尺。<em>命中：</em>12（2d6+5）挥砍伤害外加18（4d8）光耀伤害。<br/>\n<strong>光耀射线Radiant Ray。</strong>远程攻击：+9，射程120尺。<em>命中：</em>31（4d12+5）光耀伤害。<br/>\n<strong>施法Spellcasting。</strong>邪教教宗施展以下一道法术，使用魅力作为施法属性（法术豁免DC17）：<br/>\n<strong><em>随意：</em></strong><u><i> 奇术Thaumaturgy</i></u><br/>\n<strong><em>每项1/日：</em></strong><u><i> 贾拉兹光辉风暴Jailarzi's Storm of Radiance</i></u>（七环版本），<u><i>   群体暗示术Mass Suggestion</i></u>\n</p>""}]"
邪教狂信者,Cultist Fanatic,MM25_Prof2_CR2_cultist_fanatic,MM25,"['小型', '中型']",False,,类人,,中立,13,44（8d8+8）,30尺,+2（12）,"{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '14', 'mod': '+2', 'save': '+4'}","{'scores': '13', 'mod': '+1', 'save': '+1'}",欺瞒+3，游说+3，宗教+2,,,,,被动察觉12,通用语,2,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>契约魔刃Pact Blade。</strong>近战攻击：+4，触及5尺。<em>命中：</em>6（1d8+2）挥砍伤害外加7（2d6）暗蚀伤害。<br/>\n<strong>施法Spellcasting。</strong>邪教狂信者施展以下一道法术，使用感知作为施法属性（法术豁免DC12，法术攻击命中+4）：<br/>\n<strong><em>随意：</em></strong><u><i>光亮术Light，奇术Thaumaturgy</i></u><br/>\n<strong><em>2/日：</em></strong><u><i>命令术Command</i></u><br/>\n<strong><em>1/日：</em></strong><u><i>定身类人Hold Person</i></u><br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>灵体武器Spiritual Weapon（2/日）。</strong>邪教狂信者施展法术灵体武器Spiritual Weapon，使用与施法动作相同的施法属性。<br/>\n</p>'}]"
邪魔邪教徒,Fiend Cultist,MM25_Prof2_CR8_fiend_cultist,MM25,"['小型', '中型']",False,,类人,,中立邪恶,16,127（17d8+51）,30尺,+5（15）,"{'scores': '19', 'mod': '+4', 'save': '+4'}","{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '16', 'mod': '+3', 'save': '+6'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '18', 'mod': '+4', 'save': '+7'}","{'scores': '10', 'mod': '+0', 'save': '+0'}",察觉+7，宗教+4,,,,,黑暗视觉90尺（无视魔法黑暗）；被动察觉17,深渊语，通用语，炼狱语,8,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>邪教徒发动三次契约魔斧攻击。<br/>\n<strong>契约魔斧Pact Axe。</strong><em>近战攻击检定：</em>+7，触及5尺。<em>命中：</em>10（1d12+4）挥砍伤害外加13（3d8）火焰伤害。<br/>\n<strong>施法Spellcasting。</strong>邪教徒施展以下一道法术，使用感知作为施法属性（法术豁免DC15，法术攻击命中+7）：<br/>\n<strong><em>随意：</em></strong><u><i>灼热射线Scorching</i></u>（五环版本），<u><i>奇术Thaumatutgy</i></u><br/>\n<strong><em>2/日：</em></strong><u><i>火球术Fireball</i></u>（六环版本）<br/>\n</p>'}, {'title': '反应Reactions', 'content': '<p>\n<strong>炼狱叱喝Hellish Rebuke。</strong>邪教徒施展<u><em>炼狱叱喝Hellish \nRebuke</em></u>（触发条件见该法术），使用与施法动作相同的施法属性。\n</p>'}]"
间谍,Spy,MM25_Prof2_CR1_spy,MM25,"['小型', '中型']",False,,类人,,中立,12,27（6d8）,30尺，攀爬30尺,+4（14）,"{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '15', 'mod': '+2', 'save': '+2'}","{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '16', 'mod': '+3', 'save': '+3'}",欺瞒+5，洞悉+4，调查+5，察觉+6，巧手+4，隐匿+6,,,,,被动察觉16,通用语以及一门其他语言,1,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>短剑Shortsword。</strong><em>近战攻击检定：</em>+4，触及5尺。<em>命中：</em>5（1d6+2）穿刺伤害外加7（2d6）毒素伤害。<br/>\n<strong>手弩Hand Crossbow。</strong><em>远程攻击检定：</em>+4，射程30/120尺。<em>命中：</em>5（1d6+2）穿刺伤害外加7（2d6）毒素伤害。<br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>灵巧动作Cunning Action。</strong>间谍执行<u>疾走</u>、<u>撤离</u>或<u>躲藏</u>动作。\n</p>'}]"
间谍大师,Spy Master,MM25_Prof4_CR10_spy_master,MM25,"['小型', '中型']",False,,类人,,中立,19,137（25d8+25）,30尺，攀爬30尺,+9（19）,"{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '20', 'mod': '+5', 'save': '+9'}","{'scores': '12', 'mod': '+1', 'save': '+5'}","{'scores': '18', 'mod': '+4', 'save': '+8'}","{'scores': '16', 'mod': '+3', 'save': '+7'}","{'scores': '16', 'mod': '+3', 'save': '+3'}",欺瞒+7，洞悉+7，调查+8，察觉+11，巧手+9，隐匿+13,,,,,被动察觉21,通用语以及两门其他语言,10,+4,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>间谍大师使用刺剑或手弩发动共计三次攻击。<br/>\n<strong>刺剑Rapier。</strong><em>近战攻击检定：</em>+9，触及5尺。<em>命中：</em>14（2d8+5）穿刺伤害外加7（2d6）毒素伤害。<br/>\n<strong>手弩Hand Crossbow。</strong><em>远程攻击检定：</em>+9，射程30/120尺。<em>命中：</em>12（2d6+5）穿刺伤害外加9（2d8）毒素伤害。<br/>\n<strong>毒烟炸弹Smoke Bomb（1/日）。</strong>间谍大师向30尺内其可见的一点掷出一枚炸弹。<em>体质豁免检定：</em>DC16，以该点为中心，半径20尺的<u>球状</u>区域内的每名生物。<em>失败：</em>28（8d6）毒素伤害，且目标陷入<u>目盲</u>状态直至间谍大师的下个回合结束。<em>成功：</em>仅半伤。<br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>灵巧动作Cunning Action。</strong>间谍大师执行<u>疾走</u>、<u>撤离</u>或<u>躲藏</u>动作。<br/>\n</p>'}]"
天命骑士,Questing Knight,MM25_Prof4_CR12_questing_knight,MM25,"['小型', '中型']",False,,类人,,中立,18,202（27d8+81）,30尺,+7（17）,"{'scores': '20', 'mod': '+5', 'save': '+9'}","{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '16', 'mod': '+3', 'save': '+7'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '12', 'mod': '+1', 'save': '+5'}","{'scores': '18', 'mod': '+4', 'save': '+8'}",运动+9，察觉+5，游说+8,,,魅惑，恐慌,,被动察觉15,通用语以及两门其他语言,12,+4,"[{'title': '特质Traits', 'content': '<p>\n<strong>勇毅灵光Aura of Bravery。</strong>位于源自天命骑士的30尺<u>光环</u>区域内的、由天命骑士选择的生物，若身处该区域内，则其对<u>魅惑</u>与<u>恐慌</u>状态免疫。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>天命骑士使用巨剑或长弓发动共计三次攻击。<br/>\n<strong>巨剑Greatsword。</strong><em>近战攻击检定：</em>+9，触及5尺。<em>命中：</em>12（2d6+5）挥砍伤害外加22（5d8）光耀伤害。<br/>\n<strong>长弓Longbow。</strong><em>远程攻击检定：</em>+7，射程150/600尺。<em>命中：</em>12（2d8+3）穿刺伤害外加22（5d8）光耀伤害。<br/>\n<strong>施法Spellcasting。</strong>天命骑士施展以下一道法术，使用魅力作为施法属性（法术豁免DC16）：<br/>\n<strong><em>每项1/日：</em></strong><u><i>昼明术Daylight，驱逐善恶Dispel Evil and Good，高等复原术Greater Restoration，魅影驹Phantom Steed</i></u><br/>\n</p>'}]"
骑士,Knight,MM25_Prof2_CR3_knight,MM25,"['小型', '中型']",False,,类人,,中立,18,52（8d8+16）,30尺,+0（10）,"{'scores': '16', 'mod': '+3', 'save': '+3'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '14', 'mod': '+2', 'save': '+4'}","{'scores': '11', 'mod': '+0', 'save': '+0'}","{'scores': '11', 'mod': '+0', 'save': '+2'}","{'scores': '15', 'mod': '+2', 'save': '+2'}",,,,恐慌,,被动察觉10,通用语以及一门其他语言,3,+2,"[{'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>骑士使用巨剑或重弩发动共计两次攻击。<br/>\n<strong>巨剑Greatsword。</strong>近战攻击：+5，触及5尺。<em>命中：</em>10（2d6+3）挥砍伤害外加4（1d8）光耀伤害。<br/>\n<strong>重弩Heavy Crossbow。</strong>远程攻击：+2，射程100/400尺。<em>命中：</em>11（2d10）穿刺伤害外加4（1d8）光耀伤害。<br/>\n</p>'}, {'title': '反应Reaction', 'content': '<p>\n<strong>格挡Parry。</strong><em>触发：</em>骑士在持握武器期间因近战攻击检定被命中。<em>响应：</em>骑士令其对抗那次攻击的AC+2，可能令那次攻击改为失手。\n</p>'}]"
大法师,Archmage,MM25_Prof4_CR12_archmage,MM25,"['小型', '中型']",False,,类人,法师,中立,17,170（31d8+31）,30尺,+6（16）,"{'scores': '10', 'mod': '+0', 'save': '+0'}","{'scores': '14', 'mod': '+2', 'save': '+2'}","{'scores': '12', 'mod': '+1', 'save': '+1'}","{'scores': '20', 'mod': '+5', 'save': '+9'}","{'scores': '15', 'mod': '+2', 'save': '+6'}","{'scores': '16', 'mod': '+3', 'save': '+3'}",奥秘+13，历史+9，察觉+6,,,心灵；魅惑（心灵屏障Mind Blank 期间）,,被动察觉16,通用语以及五门其他语言,12,+4,"[{'title': '特质Traits', 'content': '<p>\n<strong>魔法抗性Magic Resistance。</strong>大法师对抗法术和其他魔法效应时进行的豁免检定具有优势。<br/>\n</p>'}, {'title': '动作Actions', 'content': '<p>\n<strong>多重攻击Multiattack。</strong>大法师发动四次奥能爆发攻击。<br/>\n<strong>奥能爆发Arcane Burst。</strong>近战或远程攻击：+9，触及5尺或射程150尺。<em>命中：</em>27（4d10+5）力场伤害。<br/>\n<strong>施法Spellcasting。</strong>大法师施展以下一道法术，使用智力作为施法属性（法术豁免DC17）：<br/>\n<strong><em>随意：</em></strong><u><i> 侦测魔法Detect Magic，侦测思想Detect Thoughts，易容术Disguise，隐形术Invisibility，光亮术Light，法师护甲Mage Armor</i></u>（已计入AC），<u><i>   法师之手Mage Hand，魔法伎俩Prestidigitation</i></u><br/>\n<strong><em>每项2/日：</em></strong><u><i>飞行术Fly，闪电束Lightening Bolt</i></u>（七环版本）<br/>\n<strong><em>每项1/日：</em></strong><u><i> 寒冰锥Cone of Cold</i></u>（九环版本），<u><i>  心灵屏障Mind Blank</i></u>（于战斗前施展），<u><i>   探知Scrying，传送术Teleport</i></u><br/>\n</p>'}, {'title': '附赠动作Bonus Actions', 'content': '<p>\n<strong>迷踪步Mistry Step（3/日）。</strong>大法师施展<u><i>迷踪步Misty Step</i></u>，使用与施法动作相同的施法属性。<br/>\n</p>'}, {'title': '反应Reactions', 'content': '<p>\n<strong>护身魔法Protective Magic（3/日）。</strong>大法师施展<u><i>法术反制Counterspell</i></u>或<u><i>护盾术Shield</i></u>（触发条件见这些法术），使用与施法动作相同的施法属性。\n</p>'}]"
